Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,wAV,DrAV,G,Tag,Year
1,1,ARI,Kyler Murray,QB,22,2023,0,2,4,57,57,65,MurrKy00,2019
1,2,SFO,Nick Bosa,DE,21,2023,1,4,3,50,50,68,BosaNi00,2019
1,3,NYJ,Quinnen Williams,DT,21,2023,1,2,4,43,43,74,WillQu00,2019
1,4,OAK,Clelin Ferrell,DE,22,2023,0,0,2,20,12,75,FerrCl00,2019
1,5,TAM,Devin White,LB,21,2023,0,1,4,45,45,76,WhitDe02,2019
1,6,NYG,Daniel Jones,QB,22,2023,0,0,4,38,38,60,JoneDa05,2019
1,7,JAX,Josh Allen,LB,22,2023,0,2,3,32,32,74,AlleJo03,2019
1,8,DET,T.J. Hockenson,TE,22,2023,0,2,2,27,16,72,HockTJ00,2019
1,9,BUF,Ed Oliver,DT,21,2023,0,0,3,37,37,78,OlivEd00,2019
1,10,PIT,Devin Bush Jr.,LB,21,2023,0,0,2,24,23,65,BushDe01,2019
1,11,CIN,Jonah Williams,G,21,2023,0,0,3,31,31,59,WillJo10,2019
1,12,GNB,Rashan Gary,LB,21,2023,0,0,2,20,20,73,GaryRa00,2019
1,13,MIA,Christian Wilkins,DT,23,2023,0,0,4,34,34,81,WilkCh00,2019
1,14,ATL,Chris Lindstrom,G,22,2023,0,2,3,33,33,71,LindCh00,2019
1,15,WAS,Dwayne Haskins,QB,22,2020,0,0,0,4,4,16,HaskDw00,2019
1,16,CAR,Brian Burns,DE,21,2023,0,2,3,36,36,80,BurnBr00,2019
1,17,NYG,Dexter Lawrence,DT,21,2023,0,2,3,43,43,80,LawrDe03,2019
1,18,MIN,Garrett Bradbury,C,24,2023,0,0,4,28,28,71,BradGa00,2019
1,19,TEN,Jeffery Simmons,DT,22,2023,0,2,4,42,42,68,SimmJe01,2019
1,20,DEN,Noah Fant,TE,21,2023,0,0,4,21,14,81,FantNo00,2019
1,21,GNB,Darnell Savage Jr.,S,22,2023,0,0,4,21,21,72,SavaDa00,2019
1,22,PHI,Andre Dillard,T,23,2023,0,0,0,11,6,59,DillAn00,2019
1,23,HOU,Tytus Howard,T,23,2023,0,0,4,25,25,61,HowaTy00,2019
1,24,OAK,Josh Jacobs,RB,21,2023,1,2,4,41,41,73,JacoJo01,2019
1,25,BAL,Marquise Brown,WR,22,2023,0,0,3,34,24,72,BrowMa04,2019
1,26,WAS,Montez Sweat,DE,23,2023,0,1,3,36,29,76,SweaMo00,2019
1,27,OAK,Johnathan Abram,S,22,2023,0,0,2,13,10,52,AbraJo01,2019
1,28,LAC,Jerry Tillery,DT,22,2023,0,0,1,19,14,79,TillJe00,2019
1,29,SEA,L.J. Collier,DE,23,2023,0,0,1,9,9,46,CollLJ00,2019
1,30,NYG,Deandre Baker,CB,22,2021,0,0,1,6,5,26,BakeDe00,2019
1,31,ATL,Kaleb McGary,T,24,2023,0,0,4,33,33,77,McGaKa00,2019
1,32,NWE,N'Keal Harry,WR,21,2023,0,0,1,7,6,49,HarrNK00,2019
2,33,ARI,Byron Murphy,CB,21,2023,0,0,3,23,18,70,MurpBy00,2019
2,34,IND,Rock Ya-Sin,CB,23,2023,0,0,1,14,11,66,Ya-SRo00,2019
2,35,JAX,Jawaan Taylor,T,21,2023,0,0,4,33,25,83,TaylJa02,2019
2,36,SFO,Deebo Samuel,WR,23,2023,1,1,3,43,43,66,SamuDe00,2019
2,37,CAR,Greg Little,T,21,2022,0,0,0,8,3,31,LittGr01,2019
2,38,BUF,Cody Ford,T,22,2023,0,0,1,17,13,66,FordCo00,2019
2,39,TAM,Sean Murphy-Bunting,CB,22,2023,0,0,1,19,13,67,BuntSe00,2019
2,40,OAK,Trayvon Mullen,CB,21,2022,0,0,2,10,10,46,MullTr00,2019
2,41,DEN,Dalton Risner,T,24,2023,0,0,4,25,21,77,RisnDa00,2019
2,42,DEN,Drew Lock,QB,22,2023,0,0,1,13,12,28,LockDr00,2019
2,43,DET,Jahlani Tavai,LB,22,2023,0,0,2,25,7,78,TavaJa00,2019
2,44,GNB,Elgton Jenkins,C,23,2023,0,2,3,38,38,70,JenkEl00,2019
2,45,NWE,Joejuan Williams,CB,21,2023,0,0,0,3,3,42,WillJo13,2019
2,46,CLE,Greedy Williams,CB,21,2022,0,0,1,8,8,39,WillGr00,2019
2,47,SEA,Marquise Blair,S,22,2022,0,0,0,2,2,25,BlaiMa01,2019
2,48,NOR,Erik McCoy,C,22,2023,0,1,4,31,31,74,McCoEr01,2019
2,49,IND,Ben Banogu,LB,23,2022,0,0,0,4,4,50,BanoBe00,2019
2,50,MIN,Irv Smith Jr.,TE,21,2023,0,0,0,9,8,49,SmitIr01,2019
2,51,TEN,A.J. Brown,WR,22,2023,0,3,4,57,27,77,BrowAJ00,2019
2,52,CIN,Drew Sample,TE,23,2023,0,0,1,5,5,61,SampDr00,2019
2,53,PHI,Miles Sanders,RB,22,2023,0,1,4,31,29,73,SandMi01,2019
2,54,HOU,Lonnie Johnson Jr.,CB,23,2023,0,0,0,9,8,68,JohnLo01,2019
2,55,HOU,Max Scharping,T,23,2023,0,0,3,18,16,79,SchaMa01,2019
2,56,KAN,Mecole Hardman,WR,21,2023,0,1,0,22,22,68,HardMe00,2019
2,57,PHI,JJ Arcega-Whiteside,WR,22,2021,0,0,0,2,2,40,ArceJJ00,2019
2,58,DAL,Trysten Hill,DT,21,2023,0,0,0,5,5,32,HillTr00,2019
2,59,IND,Parris Campbell,WR,22,2023,0,0,1,9,9,44,CampPa00,2019
2,60,LAC,Nasir Adderley,S,22,2022,0,0,3,13,13,50,AddeNa00,2019
2,61,LAR,Taylor Rapp,S,21,2023,0,0,3,20,18,73,RappTa00,2019
2,62,ARI,Andy Isabella,WR,22,2023,0,0,0,4,4,43,IsabAn00,2019
2,63,KAN,Juan Thornhill,S,23,2023,0,0,4,20,17,76,ThorJu00,2019
2,64,SEA,D.K. Metcalf,WR,21,2023,0,2,4,46,46,82,MetcDK00,2019
3,65,ARI,Zach Allen,DE,22,2023,0,0,3,21,16,62,AlleZa01,2019
3,66,PIT,Diontae Johnson,WR,23,2023,0,1,4,33,33,77,JohnDi01,2019
3,67,SFO,Jalen Hurd,WR,23,,0,0,0,0,0,0,HurdJa00,2019
3,68,NYJ,Jachai Polite,LB,22,2020,0,0,0,1,0,11,PoliJa00,2019
3,69,JAX,Josh Oliver,TE,22,2023,0,0,1,4,0,52,OlivJo00,2019
3,70,LAR,Darrell Henderson,RB,22,2023,0,0,1,15,15,54,HendDa00,2019
3,71,DEN,Dre'Mont Jones,DT,22,2023,0,0,2,23,17,73,JoneDr00,2019
3,72,CIN,Germaine Pratt,LB,23,2023,0,0,4,34,34,79,PratGe00,2019
3,73,CHI,David Montgomery,RB,22,2023,0,0,3,36,27,74,MontDa01,2019
3,74,BUF,Devin Singletary,RB,22,2023,0,0,4,34,28,78,SingDe00,2019
3,75,GNB,Jace Sternberger,TE,23,2020,0,0,0,1,1,18,SterJa00,2019
3,76,WAS,Terry McLaurin,WR,23,2023,0,1,4,37,37,80,McLaTe00,2019
3,77,NWE,Chase Winovich,DE,24,2023,0,0,0,11,10,56,WinoCh00,2019
3,78,MIA,Michael Deiter,G,23,2023,0,0,1,14,10,73,DeitMi00,2019
3,79,LAR,David Long,CB,21,2023,0,0,0,6,6,66,LongDa02,2019
3,80,CLE,Sione Takitaki,LB,24,2023,0,0,1,19,19,72,TakiSi00,2019
3,81,DET,Will Harris,S,23,2023,0,0,2,12,12,81,HarrWi02,2019
3,82,TEN,Nate Davis,G,22,2023,0,0,4,27,22,66,DaviNa01,2019
3,83,PIT,Justin Layne,CB,21,2022,0,0,0,3,3,52,LaynJu00,2019
3,84,KAN,Khalen Saunders,DT,23,2023,0,0,0,13,5,55,SaunKh00,2019
3,85,BAL,Jaylon Ferguson,DE,23,2021,0,0,1,8,8,38,FergJa02,2019
3,86,HOU,Kahale Warring,TE,22,2021,0,0,0,0,0,9,WarrKa00,2019
3,87,NWE,Damien Harris,RB,22,2023,0,0,3,16,15,44,HarrDa06,2019
3,88,SEA,Cody Barton,LB,22,2023,0,0,1,15,10,78,BartCo00,2019
3,89,IND,Bobby Okereke,LB,23,2023,0,0,4,29,21,81,OkerBo00,2019
3,90,DAL,Connor McGovern,G,21,2023,0,0,1,21,13,62,McGoCo01,2019
3,91,LAC,Trey Pipkins,T,23,2023,0,0,1,22,22,69,PipkTr00,2019
3,92,NYJ,Chuma Edoga,T,22,2023,0,0,0,10,5,43,EdogCh00,2019
3,93,BAL,Miles Boykin,WR,22,2023,0,0,2,6,6,73,BoykMi00,2019
3,94,TAM,Jamel Dean,CB,22,2023,0,0,2,19,19,70,DeanJa00,2019
3,95,NYG,Oshane Ximines,DE,22,2023,0,0,0,8,8,48,XimiOs00,2019
3,96,BUF,Dawson Knox,TE,22,2023,0,1,4,18,18,69,KnoxDa00,2019
3,97,LAR,Bobby Evans,T,22,2022,0,0,0,7,7,35,EvanBo00,2019
3,98,JAX,Quincy Williams,S,23,2023,1,0,3,31,3,66,WillQu01,2019
3,99,TAM,Mike Edwards,S,23,2023,0,0,1,16,13,75,EdwaMi01,2019
3,100,CAR,Will Grier,QB,24,2019,0,0,0,1,1,2,GrieWi00,2019
3,101,NWE,Yodny Cajuste,T,23,2022,0,0,0,4,4,17,CajuYo00,2019
3,102,MIN,Alexander Mattison,RB,21,2023,0,0,0,18,18,75,MattAl01,2019
4,103,ARI,Hakeem Butler,WR,23,2020,0,0,0,0,0,2,ButlHa00,2019
4,104,CIN,Ryan Finley,QB,24,2020,0,0,0,2,2,8,FinlRy00,2019
4,105,NOR,C.J. Gardner-Johnson,S,21,2023,0,0,3,17,11,58,GardCh00,2019
4,106,OAK,Maxx Crosby,DE,22,2023,0,3,4,47,47,83,CrosMa00,2019
4,107,TAM,Anthony Nelson,DE,22,2023,0,0,0,11,11,75,NelsAn01,2019
4,108,NYG,Julian Love,CB,21,2023,0,1,1,19,13,81,LoveJu00,2019
4,109,IND,Khari Willis,S,23,2021,0,0,1,12,12,39,WillKh00,2019
4,110,SFO,Mitch Wishnowsky,P,27,2023,0,0,1,8,8,83,WishMi00,2019
4,111,ATL,Kendall Sheffield,CB,23,2023,0,0,0,6,6,43,ShefKe00,2019
4,112,WAS,Bryce Love,RB,22,,0,0,0,0,0,0,LoveBr00,2019
4,113,BAL,Justice Hill,RB,21,2023,0,0,0,11,11,59,HillJu00,2019
4,114,MIN,Dru Samia,G,22,2020,0,0,0,3,3,15,SamiDr00,2019
4,115,CAR,Christian Miller,LB,23,2019,0,0,0,1,1,7,MillCh04,2019
4,116,TEN,Amani Hooker,S,21,2023,0,0,2,15,15,66,HookAm00,2019
4,117,DET,Austin Bryant,DE,22,2023,0,0,0,5,5,35,BryaAu00,2019
4,118,NWE,Hjalte Froholdt,G,23,2023,0,0,0,11,0,48,FrohHj00,2019
4,119,CLE,Sheldrick Redwine,S,22,2023,0,0,0,4,4,34,RedwSh00,2019
4,120,SEA,Gary Jennings Jr,WR,22,2019,0,0,0,0,0,1,JennGa00,2019
4,121,NYJ,Trevon Wesco,TE,23,2023,0,0,0,0,0,69,WescTr00,2019
4,122,PIT,Benny Snell Jr.,RB,21,2022,0,0,0,8,8,63,SnelBe00,2019
4,123,BAL,Ben Powers,G,22,2023,0,0,3,21,14,64,PoweBe00,2019
4,124,SEA,Phil Haynes,G,23,2023,0,0,0,6,6,31,HaynPh00,2019
4,125,CIN,Renell Wren,DT,23,2022,0,0,0,2,2,13,WrenRe00,2019
4,126,CHI,Riley Ridley,WR,23,2020,0,0,0,1,1,10,RidlRi00,2019
4,127,BAL,Iman Marshall,CB,22,2019,0,0,0,0,0,3,MarsIm00,2019
4,128,DAL,Tony Pollard,RB,22,2023,0,1,0,34,34,79,PollTo00,2019
4,129,OAK,Isaiah Johnson,CB,23,2020,0,0,0,1,1,19,JohnIs02,2019
4,130,LAC,Drue Tranquill,LB,24,2023,0,0,1,18,13,63,TranDr00,2019
4,131,WAS,Wes Martin,G,23,2022,0,0,0,6,5,38,MartWe00,2019
4,132,SEA,Ugo Amadi,S,22,2023,0,0,1,7,6,67,AmadUg00,2019
4,133,NWE,Jarrett Stidham,QB,23,2023,0,0,0,6,1,16,StidJa00,2019
4,134,LAR,Greg Gaines,DT,23,2023,0,0,2,15,13,76,GainGr00,2019
4,135,ATL,John Cominsky,DE,23,2023,0,0,0,10,3,57,ComiJo00,2019
4,136,CIN,Michael Jordan,G,21,2022,0,0,2,11,8,55,JordMi01,2019
4,137,OAK,Foster Moreau,TE,22,2023,0,0,3,10,9,76,MoreFo00,2019
4,138,PHI,Shareef Miller,DE,22,2019,0,0,0,0,0,1,MillSh00,2019
5,139,ARI,Deionte Thompson,S,22,2022,0,0,0,4,4,44,ThomDe06,2019
5,140,JAX,Ryquell Armstead,RB,22,2021,0,0,0,2,2,18,ArmsRy00,2019
5,141,PIT,Zach Gentry,TE,22,2023,0,0,2,2,2,41,GentZa00,2019
5,142,SEA,Ben Burr-Kirven,LB,21,2020,0,0,0,2,2,32,BurrBe00,2019
5,143,NYG,Ryan Connelly,LB,23,2023,0,0,0,4,2,32,ConnRy00,2019
5,144,IND,Marvell Tell III,S,23,2019,0,0,0,1,1,13,TellMa00,2019
5,145,TAM,Matt Gay,K,25,2023,0,1,1,16,3,74,GayxMa00,2019
5,146,DET,Amani Oruwariye,CB,23,2023,0,0,2,11,11,54,OruwAm00,2019
5,147,BUF,Vosean Joseph,LB,21,,0,0,0,0,0,0,JoseVo00,2019
5,148,SFO,Dre Greenlaw,LB,22,2023,0,0,3,28,28,62,GreeDr00,2019
5,149,OAK,Hunter Renfrow,WR,23,2023,0,1,0,21,21,73,RenfHu00,2019
5,150,GNB,Kingsley Keke,DT,22,2021,0,0,1,9,9,41,KekeKi00,2019
5,151,MIA,Andrew Van Ginkel,LB,24,2023,0,0,2,24,24,73,VanGAn00,2019
5,152,ATL,Qadree Ollison,RB,22,2023,0,0,0,1,1,24,OlliQa00,2019
5,153,WAS,Ross Pierschbacher,G,24,2022,0,0,0,0,0,11,PierRo00,2019
5,154,CAR,Jordan Scarlett,RB,23,2021,0,0,0,0,0,10,ScarJo00,2019
5,155,CLE,Mack Wilson,LB,21,2023,0,0,2,17,13,77,WilsMa03,2019
5,156,DEN,Justin Hollins,LB,23,2023,0,0,0,8,1,67,HollJu00,2019
5,157,NYJ,Blake Cashman,LB,23,2023,0,0,0,13,4,44,CashBl00,2019
5,158,DAL,Michael Jackson,CB,22,2023,0,0,1,8,0,38,JackMi01,2019
5,159,NWE,Byron Cowart,DT,23,2022,0,0,1,10,9,36,CowaBy00,2019
5,160,BAL,Daylon Mack,DT,22,2019,0,0,0,0,0,1,MackDa00,2019
5,161,HOU,Charles Omenihu,DE,22,2023,0,0,0,10,5,72,OmenCh00,2019
5,162,MIN,Cameron Smith,LB,22,2019,0,0,0,0,0,5,SmitCa01,2019
5,163,NWE,Jake Bailey,P,22,2023,1,1,1,7,7,75,BailJa00,2019
5,164,IND,E.J. Speed,LB,24,2023,0,0,0,10,10,77,SpeeEJ00,2019
5,165,DAL,Joe Jackson,DE,22,2021,0,0,0,1,0,20,JackJo02,2019
5,166,LAC,Easton Stick,QB,23,2023,0,0,0,4,4,6,SticEa00,2019
5,167,PHI,Clayton Thorson,QB,24,,0,0,0,0,0,0,ThorCl00,2019
5,168,TEN,D'Andre Walker,LB,22,2020,0,0,0,0,0,1,WalkDA02,2019
5,169,LAR,David Edwards,T,22,2023,0,0,2,24,23,70,EdwaDa01,2019
5,170,CLE,Austin Seibert,K,22,2023,0,0,0,4,3,31,SeibAu00,2019
5,171,NYG,Darius Slayton,WR,22,2023,0,0,3,25,25,76,SlayDa01,2019
5,172,ATL,Jordan Miller,CB,22,2021,0,0,0,1,1,12,MillJo05,2019
5,173,WAS,Cole Holcomb,LB,23,2023,0,0,3,25,22,58,HolcCo00,2019
6,174,ARI,KeeSean Johnson,WR,22,2021,0,0,0,4,4,18,JohnKe07,2019
6,175,PIT,Sutton Smith,DE,23,2021,0,0,0,0,0,8,SmitSu00,2019
6,176,SFO,Kaden Smith,TE,22,2021,0,0,1,3,0,33,SmitKa00,2019
6,177,NOR,Saquan Hampton,S,23,2020,0,0,0,0,0,6,HampSa00,2019
6,178,JAX,Gardner Minshew II,QB,23,2023,0,1,2,29,16,49,MinsGa00,2019
6,179,ARI,Lamont Gaillard,C,23,2020,0,0,0,2,2,13,GailLa00,2019
6,180,NYG,Corey Ballentine,CB,23,2023,0,0,0,4,2,54,BallCo00,2019
6,181,BUF,Jaquan Johnson,CB,23,2022,0,0,0,5,5,60,JohnJa11,2019
6,182,CIN,Trayveon Williams,RB,21,2023,0,0,0,3,3,51,WillTr06,2019
6,183,SFO,Justin Skule,T,22,2023,0,0,1,9,8,49,SkulJu00,2019
6,184,DET,Travis Fulgham,WR,23,2021,0,0,1,4,0,17,FulgTr00,2019
6,185,GNB,Ka'dar Hollman,CB,24,2023,0,0,0,3,1,35,HollKa00,2019
6,186,DET,Ty Johnson,RB,21,2023,0,0,0,10,2,72,JohnTy02,2019
6,187,DEN,Juwann Winfree,WR,23,2023,0,0,0,1,0,23,WinfJu00,2019
6,188,TEN,David Long,LB,22,2023,0,0,1,21,14,67,LongDa04,2019
6,189,CLE,Drew Forbes,T,22,2022,0,0,0,1,1,13,ForbDr00,2019
6,190,MIN,Armon Watts,DT,23,2023,0,0,1,12,7,72,WattAr01,2019
6,191,MIN,Marcus Epps,S,23,2023,0,0,1,15,0,79,EppsMa00,2019
6,192,PIT,Isaiah Buggs,DT,23,2023,0,0,1,11,5,56,BuggIs00,2019
6,193,MIN,Oli Udoh,T,22,2023,0,0,1,8,8,43,UdohOl01,2019
6,194,GNB,Dexter Williams,RB,22,2020,0,0,0,0,0,7,WillDe07,2019
6,195,HOU,Xavier Crawford,CB,23,2022,0,0,0,1,0,27,CrawXa00,2019
6,196,NYJ,Blessuan Austin,CB,23,2021,0,0,1,6,5,29,AustBl00,2019
6,197,BAL,Trace McSorley,QB,24,2022,0,0,0,1,0,9,McSoTr00,2019
6,198,SFO,Tim Harris,CB,24,2021,0,0,0,0,0,3,HarrTi01,2019
6,199,IND,Gerri Green,DE,23,2022,0,0,0,0,0,1,GreeGe00,2019
6,200,LAC,Emeke Egbule,LB,22,2021,0,0,0,2,2,32,EgbuEm00,2019
6,201,KAN,Rashad Fenton,CB,22,2022,0,0,0,7,7,49,FentRa00,2019
6,202,MIA,Isaiah Prince,T,22,2023,0,0,0,4,1,21,PrinIs00,2019
6,203,ATL,Marcus Green,WR,23,,0,0,0,0,0,0,GreeMa02,2019
6,204,SEA,Travis Homer,RB,21,2023,0,0,0,8,8,65,HomeTr00,2019
6,205,CHI,Duke Shelley,CB,22,2023,0,0,0,6,3,52,ShelDu00,2019
6,206,WAS,Kelvin Harmon,WR,22,2019,0,0,1,3,3,16,HarmKe00,2019
6,207,PIT,Ulysees Gilbert,LB,22,2022,0,0,0,2,2,31,GilbUl00,2019
6,208,TAM,Scott Miller,WR,22,2023,0,0,1,9,9,67,MillSc01,2019
6,209,SEA,Demarcus Christmas,DT,24,,0,0,0,0,0,0,ChriDe01,2019
6,210,CIN,Deshaun Davis,LB,23,,0,0,0,0,0,0,DaviDe01,2019
6,211,CIN,Rodney Anderson,RB,22,,0,0,0,0,0,0,AndeRo02,2019
6,212,CAR,Dennis Daley,T,23,2023,0,0,2,14,8,54,DaleDe00,2019
6,213,DAL,Donovan Wilson,S,24,2023,0,0,2,15,15,66,WilsDo01,2019
6,214,KAN,Darwin Thompson,RB,22,2020,0,0,0,2,2,26,ThomDa06,2019
7,215,TAM,Terry Beckner,DT,22,,0,0,0,0,0,0,BeckTe00,2019
7,216,KAN,Nick Allegretti,G,23,2023,0,0,1,10,10,74,AlleNi00,2019
7,217,MIN,Kris Boyd,CB,22,2023,0,0,0,6,6,64,BoydKr00,2019
7,218,DAL,Mike Weber,RB,22,,0,0,0,0,0,0,WebeMi00,2019
7,219,PIT,Derwin Gray,T,24,2020,0,0,0,0,0,5,GrayDe01,2019
7,220,HOU,Cullen Gillaspia,RB,24,2022,0,0,0,0,0,44,GillCu00,2019
7,221,CLE,Donnie Lewis Jr.,CB,23,,0,0,0,0,0,0,LewiDo00,2019
7,222,CHI,Kerrith Whyte Jr,RB,22,2019,0,0,0,1,0,6,WhytKe00,2019
7,223,CIN,Jordan Brown,CB,23,,0,0,0,0,0,0,BrowJo04,2019
7,224,DET,Isaac Nauta,TE,22,2020,0,0,0,0,0,13,NautIs00,2019
7,225,BUF,Darryl Johnson,DE,22,2022,0,0,0,4,3,38,JohnDa10,2019
7,226,GNB,Ty Summers,LB,23,2023,0,0,0,5,4,67,SummTy00,2019
7,227,WAS,Jimmy Moreland,CB,24,2021,0,0,0,5,5,37,MoreJi00,2019
7,228,BUF,Tommy Sweeney,TE,24,2022,0,0,0,1,1,24,SweeTo00,2019
7,229,DET,P.J. Johnson,DE,23,,0,0,0,0,0,0,JohnPJ00,2019
7,230,OAK,Quinton Bell,DE,23,2022,0,0,0,0,0,9,BellQu00,2019
7,231,NOR,Alizé Mack,TE,22,,0,0,0,0,0,0,MackAl00,2019
7,232,NYG,George Asafo-Adjei,T,22,,0,0,0,0,0,0,AsafGe00,2019
7,233,MIA,Chandler Cox,RB,23,2020,0,0,0,0,0,21,CoxxCh01,2019
7,234,MIA,Myles Gaskin,RB,22,2023,0,0,1,13,13,41,GaskMy00,2019
7,235,JAX,Dontavius Russell,DT,23,2019,0,0,0,0,0,3,RussDo00,2019
7,236,SEA,John Ursua,WR,25,2019,0,0,0,0,0,3,UrsuJo00,2019
7,237,CAR,Terry Godwin,WR,22,2020,0,0,0,0,0,3,GodwTe00,2019
7,238,CHI,Stephen Denmark,CB,23,,0,0,0,0,0,0,DenmSt00,2019
7,239,MIN,Dillon Mitchell,WR,22,,0,0,0,0,0,0,MitcDi00,2019
7,240,IND,Jackson Barton,T,24,2023,0,0,0,0,0,9,BartJa00,2019
7,241,DAL,Jalen Jelks,DE,23,,0,0,0,0,0,0,JelkJa00,2019
7,242,LAC,Cortez Broughton,DT,23,2021,0,0,0,1,1,12,BrouCo00,2019
7,243,LAR,Nick Scott,S,24,2023,0,0,1,11,8,81,ScotNi01,2019
7,244,NOR,Kaden Elliss,LB,24,2023,0,0,1,16,8,65,ElliKa00,2019
7,245,NYG,Chris Slayton,DT,23,,0,0,0,0,0,0,SlayCh00,2019
7,246,IND,Javon Patterson,C,22,2020,0,0,0,0,0,1,PattJa00,2019
7,247,MIN,Olabisi Johnson,WR,22,2020,0,0,0,5,5,32,JohnOl00,2019
7,248,ARI,Joshua Miles,T,23,2021,0,0,0,2,2,17,MileJo00,2019
7,249,ARI,Michael Dogbe,DE,23,2023,0,0,0,4,4,41,DogbMi00,2019
7,250,MIN,Austin Cutting,LS,22,2020,0,0,0,1,1,25,CuttAu00,2019
7,251,LAR,Dakota Allen,LB,23,2022,0,0,0,2,0,38,AlleDa01,2019
7,252,NWE,Ken Webster,CB,23,2020,0,0,0,3,0,17,WebsKe00,2019
7,253,WAS,Jordan Brailford,DE,23,2020,0,0,0,1,0,5,BraiJo00,2019
7,254,ARI,Caleb Wilson,TE,23,2020,0,0,0,0,0,5,WilsCa00,2019
1,1,CIN,Joe Burrow,QB,23,2023,0,1,3,44,44,52,BurrJo01,2020
